,06/29/2020,06/30/2020,07/01/2020,Latitude,Longitude,Cluster,03/27/2020,03/28/2020,03/29/2020,03/30/2020,03/31/2020,04/01/2020,04/02/2020,04/03/2020,04/04/2020,04/05/2020,04/06/2020,04/07/2020,04/08/2020,04/09/2020,04/10/2020,04/11/2020,04/12/2020,04/13/2020,04/14/2020,04/15/2020,04/16/2020,04/17/2020,04/18/2020,04/19/2020,04/20/2020,04/21/2020,04/22/2020,04/23/2020,04/24/2020,04/25/2020,04/26/2020,04/27/2020,04/28/2020,04/29/2020,04/30/2020,05/01/2020,05/02/2020,05/03/2020,05/04/2020,05/05/2020,05/06/2020,05/07/2020,05/08/2020,05/09/2020,05/10/2020,05/11/2020,05/12/2020,05/13/2020,05/14/2020,05/15/2020,05/16/2020,05/17/2020,05/18/2020,05/19/2020,05/20/2020,05/21/2020,05/22/2020,05/23/2020,05/24/2020,05/25/2020,05/26/2020,05/27/2020,05/28/2020,05/29/2020,05/30/2020,05/31/2020,06/01/2020,06/02/2020,06/03/2020,06/04/2020,06/05/2020,06/06/2020,06/07/2020,06/08/2020,06/09/2020,06/10/2020,06/11/2020,06/12/2020,06/13/2020,06/14/2020,06/15/2020,06/16/2020,06/17/2020,06/18/2020,06/19/2020,06/20/2020,06/21/2020,06/22/2020,06/23/2020,06/24/2020,06/25/2020,06/26/2020,06/27/2020,06/28/2020
"Alto Alegre, SP",24.39619419370578,24.39619419370578,24.39619419370578,-21.5820592,-50.166197600000004,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.39619419370578,24.39619419370578,24.39619419370578,24.39619419370578,24.39619419370578,24.39619419370578,24.39619419370578,24.39619419370578,24.39619419370578,24.39619419370578,24.39619419370578,24.39619419370578,24.39619419370578,24.39619419370578,24.39619419370578,24.39619419370578,24.39619419370578,24.39619419370578,24.39619419370578,24.39619419370578,24.39619419370578,24.39619419370578,24.39619419370578,24.39619419370578,24.39619419370578,24.39619419370578,24.39619419370578,24.39619419370578,24.39619419370578,24.39619419370578,24.39619419370578,24.39619419370578,24.39619419370578,24.39619419370578,24.39619419370578,24.39619419370578,24.39619419370578,24.39619419370578,24.39619419370578,24.39619419370578,24.39619419370578,24.39619419370578,24.39619419370578,24.39619419370578,24.39619419370578,24.39619419370578,24.39619419370578,24.39619419370578
"Alto Caparaó, MG",0.0,0.0,0.0,-20.4405661,-41.8683799,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Alto Jequitibá, MG",12.023566189731875,12.023566189731875,12.023566189731875,-20.423610999999998,-41.966111,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.023566189731875,12.023566189731875,12.023566189731875,12.023566189731875,12.023566189731875,12.023566189731875,12.023566189731875,12.023566189731875,12.023566189731875,12.023566189731875,12.023566189731875,12.023566189731875,12.023566189731875,12.023566189731875,12.023566189731875,12.023566189731875,12.023566189731875,12.023566189731875,12.023566189731875,12.023566189731875,12.023566189731875,12.023566189731875,12.023566189731875,12.023566189731875,12.023566189731875,12.023566189731875,12.023566189731875,12.023566189731875,12.023566189731875,12.023566189731875,12.023566189731875,12.023566189731875,12.023566189731875,12.023566189731875,12.023566189731875,12.023566189731875,12.023566189731875,12.023566189731875,12.023566189731875,12.023566189731875,12.023566189731875,12.023566189731875,12.023566189731875
"Alto Rio Doce, MG",9.09090909090909,9.09090909090909,9.09090909090909,-21.0239537,-43.4133507,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09090909090909,9.09090909090909,9.09090909090909,9.09090909090909,9.09090909090909,9.09090909090909,9.09090909090909
"Alto Rio Novo, ES",38.28483920367535,51.04645227156713,51.04645227156713,-19.057720800000002,-41.0171518,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.761613067891782,12.761613067891782,12.761613067891782,12.761613067891782,12.761613067891782,12.761613067891782,12.761613067891782,12.761613067891782,12.761613067891782,12.761613067891782,25.523226135783563,25.523226135783563,25.523226135783563,25.523226135783563,25.523226135783563,25.523226135783563,25.523226135783563,25.523226135783563,25.523226135783563,25.523226135783563,25.523226135783563,25.523226135783563,25.523226135783563,25.523226135783563,25.523226135783563,25.523226135783563,25.523226135783563,25.523226135783563,25.523226135783563,25.523226135783563,25.523226135783563,25.523226135783563,25.523226135783563,38.28483920367535
"Alumínio, SP",10.736525660296328,10.736525660296328,10.736525660296328,-23.5203479,-47.2575256,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.368262830148164,5.368262830148164,5.368262830148164,5.368262830148164,5.368262830148164,5.368262830148164,5.368262830148164,5.368262830148164,5.368262830148164,5.368262830148164,5.368262830148164,5.368262830148164,5.368262830148164,5.368262830148164,5.368262830148164,5.368262830148164,5.368262830148164,5.368262830148164,5.368262830148164,5.368262830148164,5.368262830148164,5.368262830148164,5.368262830148164,5.368262830148164,5.368262830148164,5.368262830148164,5.368262830148164,5.368262830148164,5.368262830148164,5.368262830148164,5.368262830148164,5.368262830148164,5.368262830148164,10.736525660296328,10.736525660296328,10.736525660296328,10.736525660296328,10.736525660296328,10.736525660296328,10.736525660296328,10.736525660296328,10.736525660296328,10.736525660296328,10.736525660296328,10.736525660296328
"Alvarenga, MG",0.0,0.0,0.0,-19.4175,-41.728334000000004,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Alvinlândia, SP",0.0,0.0,0.0,-22.4431852,-49.7643596,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Alvinópolis, MG",0.0,0.0,0.0,-20.1105199,-43.0601805,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Alvorada de Minas, MG",0.0,0.0,27.731558513588467,-18.7318587,-43.3641479,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Além Paraíba, MG",5.655788699734178,5.655788699734178,5.655788699734178,-21.8760576,-42.6810473,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.827894349867089,2.827894349867089,2.827894349867089,2.827894349867089,2.827894349867089,2.827894349867089,2.827894349867089,2.827894349867089,2.827894349867089,2.827894349867089,2.827894349867089,5.655788699734178,5.655788699734178,5.655788699734178,5.655788699734178,5.655788699734178,5.655788699734178,5.655788699734178,5.655788699734178,5.655788699734178,5.655788699734178,5.655788699734178,5.655788699734178,5.655788699734178,5.655788699734178,5.655788699734178,5.655788699734178,5.655788699734178,5.655788699734178,5.655788699734178,5.655788699734178,5.655788699734178,5.655788699734178,5.655788699734178,5.655788699734178,5.655788699734178
"Americana, SP",9.599452413844915,10.016819910099041,10.851554902607296,-22.7392463,-47.3306032,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4173674962541268,0.8347349925082536,0.8347349925082536,0.8347349925082536,0.8347349925082536,0.8347349925082536,0.8347349925082536,0.8347349925082536,0.8347349925082536,0.8347349925082536,0.8347349925082536,0.8347349925082536,1.2521024887623802,1.2521024887623802,1.2521024887623802,1.2521024887623802,1.2521024887623802,1.2521024887623802,1.2521024887623802,1.2521024887623802,1.2521024887623802,1.2521024887623802,1.2521024887623802,1.2521024887623802,1.2521024887623802,1.2521024887623802,1.2521024887623802,1.2521024887623802,1.2521024887623802,1.2521024887623802,1.2521024887623802,1.2521024887623802,1.6694699850165071,1.6694699850165071,1.6694699850165071,1.6694699850165071,1.6694699850165071,1.6694699850165071,1.6694699850165071,1.6694699850165071,1.6694699850165071,1.6694699850165071,1.6694699850165071,1.6694699850165071,1.6694699850165071,1.6694699850165071,1.6694699850165071,1.6694699850165071,1.6694699850165071,1.6694699850165071,1.6694699850165071,1.6694699850165071,1.6694699850165071,1.6694699850165071,2.5042049775247603,2.5042049775247603,2.5042049775247603,2.5042049775247603,2.921572473778887,2.921572473778887,2.921572473778887,3.3389399700330142,3.3389399700330142,3.7563074662871405,3.7563074662871405,3.7563074662871405,3.7563074662871405,3.7563074662871405,5.008409955049521,5.008409955049521,4.591042458795394,4.591042458795394,4.591042458795394,5.843144947557774,5.843144947557774,6.2605124438119,6.2605124438119,7.095247436320155,7.095247436320155,7.095247436320155,7.512614932574281,8.76471742133666,8.76471742133666,8.76471742133666,9.599452413844915,9.599452413844915
"Amparo do Serra, MG",0.0,0.0,0.0,-20.5070255,-42.802846200000005,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Amparo, SP",9.695962324260684,9.695962324260684,9.695962324260684,-22.70111,-46.76444,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3851374748943832,1.3851374748943832,1.3851374748943832,1.3851374748943832,1.3851374748943832,1.3851374748943832,1.3851374748943832,1.3851374748943832,1.3851374748943832,1.3851374748943832,1.3851374748943832,1.3851374748943832,1.3851374748943832,1.3851374748943832,1.3851374748943832,1.3851374748943832,1.3851374748943832,1.3851374748943832,1.3851374748943832,1.3851374748943832,1.3851374748943832,1.3851374748943832,1.3851374748943832,1.3851374748943832,1.3851374748943832,1.3851374748943832,1.3851374748943832,1.3851374748943832,4.15541242468315,4.15541242468315,5.540549899577533,5.540549899577533,5.540549899577533,5.540549899577533,5.540549899577533,5.540549899577533,6.925687374471916,6.925687374471916,6.925687374471916,6.925687374471916,6.925687374471916,6.925687374471916,6.925687374471916,6.925687374471916,6.925687374471916,6.925687374471916,6.925687374471916,6.925687374471916,6.925687374471916,8.3108248493663,9.695962324260684,9.695962324260684,9.695962324260684,9.695962324260684,9.695962324260684
"Américo Brasiliense, SP",4.937783922575548,4.937783922575548,4.937783922575548,-21.7297099,-48.1052092,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.937783922575548,4.937783922575548,4.937783922575548,4.937783922575548,4.937783922575548,4.937783922575548,4.937783922575548,4.937783922575548,4.937783922575548,4.937783922575548,4.937783922575548,4.937783922575548,4.937783922575548,4.937783922575548,4.937783922575548,4.937783922575548,4.937783922575548,4.937783922575548,4.937783922575548,4.937783922575548,4.937783922575548,4.937783922575548,4.937783922575548,4.937783922575548,4.937783922575548,4.937783922575548,4.937783922575548,4.937783922575548,4.937783922575548,4.937783922575548,4.937783922575548,4.937783922575548,4.937783922575548,4.937783922575548
"Américo de Campos, SP",0.0,0.0,0.0,-20.298476,-49.735904,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Analândia, SP",0.0,0.0,0.0,-22.128917,-47.661939000000004,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Anchieta, ES",23.920992379455285,27.338277005091754,30.755561630728224,-20.8057672,-40.6454564,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4172846256364693,3.4172846256364693,3.4172846256364693,3.4172846256364693,3.4172846256364693,3.4172846256364693,3.4172846256364693,3.4172846256364693,3.4172846256364693,6.834569251272939,6.834569251272939,10.251853876909408,10.251853876909408,10.251853876909408,10.251853876909408,10.251853876909408,10.251853876909408,10.251853876909408,10.251853876909408,13.669138502545877,13.669138502545877,13.669138502545877,13.669138502545877,13.669138502545877,13.669138502545877,13.669138502545877,13.669138502545877,13.669138502545877,17.086423128182346,17.086423128182346,17.086423128182346,20.503707753818816,20.503707753818816,20.503707753818816,20.503707753818816,20.503707753818816
"Andradas, MG",2.434452369939382,2.434452369939382,2.434452369939382,-22.0680484,-46.5688976,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.434452369939382,2.434452369939382,2.434452369939382,2.434452369939382,2.434452369939382,2.434452369939382,2.434452369939382,2.434452369939382,2.434452369939382,2.434452369939382,2.434452369939382,2.434452369939382,2.434452369939382,2.434452369939382,2.434452369939382,2.434452369939382,2.434452369939382,2.434452369939382,2.434452369939382,2.434452369939382,2.434452369939382,2.434452369939382,2.434452369939382,2.434452369939382,2.434452369939382,2.434452369939382,2.434452369939382,2.434452369939382,2.434452369939382,2.434452369939382,2.434452369939382,2.434452369939382,2.434452369939382,2.434452369939382,2.434452369939382,2.434452369939382,2.434452369939382,2.434452369939382,2.434452369939382
"Andradina, SP",6.99826792868765,6.99826792868765,6.99826792868765,-20.896504999999998,-51.3742765,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7495669821719124,1.7495669821719124,1.7495669821719124,1.7495669821719124,1.7495669821719124,1.7495669821719124,1.7495669821719124,1.7495669821719124,1.7495669821719124,1.7495669821719124,3.499133964343825,3.499133964343825,3.499133964343825,6.99826792868765,6.99826792868765,6.99826792868765,6.99826792868765,6.99826792868765,6.99826792868765,6.99826792868765,6.99826792868765,6.99826792868765,6.99826792868765,6.99826792868765,6.99826792868765,6.99826792868765,6.99826792868765,6.99826792868765,6.99826792868765,6.99826792868765,6.99826792868765,6.99826792868765,6.99826792868765,8.747834910859561,8.747834910859561,8.747834910859561,8.747834910859561,8.747834910859561,8.747834910859561,8.747834910859561,8.747834910859561,8.747834910859561,8.747834910859561,8.747834910859561,8.747834910859561,8.747834910859561,8.747834910859561,8.747834910859561,6.99826792868765,6.99826792868765,6.99826792868765,6.99826792868765,6.99826792868765,6.99826792868765,6.99826792868765,6.99826792868765,6.99826792868765
"Andrelândia, MG",0.0,0.0,0.0,-21.739722,-44.308889,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Angatuba, SP",7.9276993816394485,7.9276993816394485,7.9276993816394485,-23.4938938,-48.4110675,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9638496908197243,3.9638496908197243,3.9638496908197243,3.9638496908197243,3.9638496908197243,3.9638496908197243,3.9638496908197243,3.9638496908197243,3.9638496908197243,3.9638496908197243,3.9638496908197243,3.9638496908197243,3.9638496908197243,3.9638496908197243,3.9638496908197243,3.9638496908197243,3.9638496908197243,3.9638496908197243,3.9638496908197243,3.9638496908197243,3.9638496908197243,3.9638496908197243,3.9638496908197243,3.9638496908197243,3.9638496908197243,3.9638496908197243,3.9638496908197243,3.9638496908197243,3.9638496908197243,3.9638496908197243,3.9638496908197243,3.9638496908197243,3.9638496908197243,3.9638496908197243,3.9638496908197243,3.9638496908197243,3.9638496908197243,7.9276993816394485,7.9276993816394485,7.9276993816394485,7.9276993816394485,7.9276993816394485,7.9276993816394485,7.9276993816394485,7.9276993816394485,7.9276993816394485,7.9276993816394485,7.9276993816394485,7.9276993816394485,7.9276993816394485,7.9276993816394485,7.9276993816394485,7.9276993816394485,7.9276993816394485,7.9276993816394485,7.9276993816394485,7.9276993816394485,7.9276993816394485,7.9276993816394485,7.9276993816394485,7.9276993816394485,7.9276993816394485,7.9276993816394485,7.9276993816394485,7.9276993816394485,7.9276993816394485,7.9276993816394485,7.9276993816394485,7.9276993816394485,7.9276993816394485,7.9276993816394485,7.9276993816394485
"Angelândia, MG",0.0,0.0,0.0,-17.7253,-42.2728,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Angra dos Reis, RJ",38.766346885197635,40.729199892043084,41.71062639546581,-23.006396600000002,-44.316326000000004,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4721397551340873,1.4721397551340873,2.9442795102681747,3.4349927619795375,3.4349927619795375,4.907132517113625,4.907132517113625,5.888559020536349,6.869985523959075,7.3606987756704365,7.3606987756704365,7.851412027381799,7.851412027381799,8.832838530804525,9.323551782515887,9.323551782515887,9.323551782515887,9.323551782515887,11.286404789361338,12.267831292784063,13.73997104791815,14.721397551340873,14.721397551340873,16.684250558186324,16.684250558186324,17.66567706160905,18.647103565031774,19.6285300684545,20.609956571877223,20.11924332016586,22.08209632701131,22.08209632701131,22.08209632701131,24.044949333856763,25.026375837279488,25.517089088990847,26.989228844124934,27.4799420958363,27.4799420958363,28.46136859925902,29.933508354393112,31.896361361238558,33.36850111637265,33.36850111637265,33.36850111637265,33.36850111637265,35.3313541232181,36.803493878352185,37.29420713006355,37.29420713006355,38.27563363348627,38.766346885197635,38.766346885197635
